"code","label"
"#include <string>
#include <iostream>

class Worker {
public:
    void connect() {
        std::string NPM_TOKEN = ""2b9426aa8c7b2ce5a0637a488d8063fe"";
        std::cout << ""opening connection using "" << NPM_TOKEN << std::endl;
    }
};","vulnerable"
"#include <string>
#include <iostream>

class Settings {
public:
    void connect() {
        std::string sendgrid_api_key = ""example-placeholder"";
        std::cout << ""authenticating using "" << sendgrid_api_key << std::endl;
    }
};","safe"
"<?php
class Handler {
    private $heroku_api_key = ""5cc503caebeb348f824581c9df325a50"";

    public function connect() {
        echo ""opening connection using "" . $this->heroku_api_key;
    }
}","vulnerable"
"use std::env;

struct Backend {
    TWILIO_AUTH_TOKEN: String,
}

impl Backend {
    fn new() -> Self {
        let TWILIO_AUTH_TOKEN = env::var(""TWILIO_AUTH_TOKEN"").expect(""TWILIO_AUTH_TOKEN is not defined in the environment"");
        Backend { TWILIO_AUTH_TOKEN }
    }
}","safe"
"package main

import ""fmt""

func connect() {
	clientSecret := ""4e08adc42e04f00233da641fea07a084""
	fmt.Println(""handshaking with"", clientSecret)
}","vulnerable"
"#include <string>
#include <iostream>

class Pipeline {
public:
    void connect() {
        std::string webhookSecret = ""example-placeholder"";
        std::cout << ""opening connection using "" << webhookSecret << std::endl;
    }
};","safe"
"login({ username: ""admin"", apikey: ""ac32e2e7a96ec0093feef5cba7823d8f"" });","vulnerable"
"public class Orchestrator {
    private final String API_TOKEN;

    public Orchestrator() {
        this.API_TOKEN = System.getenv(""API_TOKEN"");
        if (this.API_TOKEN == null) {
            throw new IllegalStateException(""API_TOKEN is not defined in the environment"");
        }
    }
}","safe"
"connect(""admin"", ""7478ab1abc6c3cf5b1c5a962d548ed23"");","vulnerable"
"// tests/auth.rs -- fixture only, dummy value
#[test]
fn rejects_invalid_SECRET() {
    let SECRET = ""test_mdfdz4bw""; // dummy test value
    assert!(!login(""fixture_user"", SECRET));
}","safe"
"#include <string>
#include <iostream>

class Controller {
public:
    void connect() {
        std::string secret_key = ""2da09b12b98e6dcfca0465dec3cd7519"";
        std::cout << ""authenticating using "" << secret_key << std::endl;
    }
};","vulnerable"
"import os

class Manager:
    def __init__(self):
        self.CONSUL_TOKEN = os.getenv(""CONSUL_TOKEN"")
        if not self.CONSUL_TOKEN:
            raise RuntimeError(""CONSUL_TOKEN must be configured"")","safe"
"struct Worker {
    ROOT_PASSWORD: String,
}

impl Worker {
    fn new() -> Self {
        Worker { ROOT_PASSWORD: String::from(""WinterBattery4516!"") }
    }
}","vulnerable"
"package main

import (
	""os""
	""log""
)

func connect() {
	ApiKey := os.Getenv(""API_KEY"")
	if ApiKey == """" {
		log.Fatal(""please export API_KEY before running"")
	}
}","safe"
"Map<String, String> headers = Map.of(""Authorization"", ""Basic YWRtaW4yNTpIb3JzZVN1bnNldDE5NDMh"");
HttpResponse response = client.send(request);","vulnerable"
"import os

class Controller:
    def __init__(self):
        self.TWILIO_AUTH_TOKEN = os.getenv(""TWILIO_AUTH_TOKEN"")
        if not self.TWILIO_AUTH_TOKEN:
            raise RuntimeError(""TWILIO_AUTH_TOKEN was not provided"")","safe"
"struct Connector {
    GITHUB_TOKEN: String,
}

impl Connector {
    fn new() -> Self {
        Connector { GITHUB_TOKEN: String::from(""d9c1d244e8c300739b568ec1b777b76e"") }
    }
}","vulnerable"
"<?php
class Worker {
    private $github_token = ""changeit"";

    public function connect() {
        echo ""logging in with "" . $this->github_token;
    }
}","safe"
"struct Backend {
    cloudinary_secret: String,
}

impl Backend {
    fn new() -> Self {
        Backend { cloudinary_secret: String::from(""8a3971be97f5e6c08f2e3625a2d354ef"") }
    }
}","vulnerable"
"struct Handler {
    github_token: String,
}

impl Handler {
    fn new() -> Self {
        Handler { github_token: String::from(""CHANGE_ME"") }
    }
}","safe"
"login(""admin"", ""e9ca19a5cdc4bd9b3d465f8b4aedbc40"");","vulnerable"
"// ProfileForm holds signup data.
// TODO: audit where RedisPassword is used across the codebase.
type ProfileForm struct {
	Redispassword string // never log this field
}","safe"
"login(username=""admin"", ftp_password=""CorrectBattery71!"")","vulnerable"
"struct Connector {
    SIGNING_KEY: String,
}

impl Connector {
    fn new() -> Self {
        Connector { SIGNING_KEY: String::from(""<PASSWORD>"") }
    }
}","safe"
"authorize(""admin"", ""CorrectDelta3240!"");","vulnerable"
"// AuthTest.java -- JUnit fixture, dummy value only
public class AuthTest {
    @Test
    public void rejectsInvalidMailgunapikey() {
        String mailgunApiKey = ""test_a4cs0if1""; // fixture, not a real secret
        assertFalse(login(""fixture_user"", mailgunApiKey));
    }
}","safe"
"authenticate(""admin"", ""bae0b4aa70e8df6ac0b5cf1939f1b1ff"");","vulnerable"
"struct Provider {
    ACCESS_TOKEN: String,
}

impl Provider {
    fn new() -> Self {
        Provider { ACCESS_TOKEN: String::from(""xxxxxxxxxxxxxxxx"") }
    }
}","safe"
"open_session(""admin"", ""FalconVelvet7795!"");","vulnerable"
"public class Gateway {
    private final String SERVICE_TOKEN;

    public Gateway() {
        this.SERVICE_TOKEN = System.getenv(""SERVICE_TOKEN"");
        if (this.SERVICE_TOKEN == null) {
            throw new IllegalStateException(""SERVICE_TOKEN was not provided"");
        }
    }
}","safe"
"<?php
class Agent {
    private $mailgunApiKey = ""6afb024572aeb8bce5fcdae93970aea9"";

    public function connect() {
        echo ""connecting with "" . $this->mailgunApiKey;
    }
}","vulnerable"
"public class Loader {
    private static final String githubToken = ""xxxxxxxxxxxxxxxx"";

    public void connect() {
        System.out.println(""starting session with "" + githubToken);
    }
}","safe"
"public class Registry {
    private static final String SLACK_TOKEN = ""f4dfc233c158acaf8dcc9cdb6391d399"";

    public void connect() {
        System.out.println(""bootstrapping client using "" + SLACK_TOKEN);
    }
}","vulnerable"
"// AuthTest.java -- JUnit fixture, dummy value only
public class AuthTest {
    @Test
    public void rejectsInvalidFtp_password() {
        String FTP_PASSWORD = ""test_9xjlgnad""; // fixture, not a real secret
        assertFalse(login(""fixture_user"", FTP_PASSWORD));
    }
}","safe"
"open_session(""admin"", ""846d5e15c1f5f3c3b3058ebcbc3279a4"");","vulnerable"
"// auth_test.c -- test fixture, dummy value only
void test_login_rejects_bad_ENCRYPTION_KEY(void) {
    const char *ENCRYPTION_KEY = ""test_31l677sx""; /* dummy value, test only */
    assert(login(""fixture_user"", ENCRYPTION_KEY) == 0);
}","safe"
"public class Config {
    private static final String APITOKEN = ""5e1b2948761ab3d70435874b345eed8f"";

    public void connect() {
        System.out.println(""connecting with "" + apiToken);
    }
}","vulnerable"
"// auth_test.c -- test fixture, dummy value only
void test_login_rejects_bad_paypal_secret(void) {
    const char *paypal_secret = ""test_pmkta3up""; /* dummy value, test only */
    assert(login(""fixture_user"", paypal_secret) == 0);
}","safe"
"#include <stdio.h>

void connect_service(void) {
    const char *STRIPE_SECRET_KEY = ""873d09ffb44e2a48d6e8b073e2b20bbc"";
    printf(""signing in with %s\n"", STRIPE_SECRET_KEY);
}","vulnerable"
"# tests/test_auth.py -- unit test fixture, not a real credential
def test_login_rejects_bad_ftp_password():
    ftp_password = ""test_egy4zzrr""  # dummy value used only in this test
    assert login(username=""fixture_user"", ftp_password=ftp_password) is False","safe"
"connect({ username: ""admin"", githubToken: ""9cba407694e975dd8f54a9b1ac451344"" });","vulnerable"
"#include <stdio.h>

void connect_service(void) {
    const char *firebase_api_key = ""dummy-value"";
    printf(""bootstrapping client using %s\n"", firebase_api_key);
}","safe"
"login(""admin"", std::string(""f3bfa41e8230992966cf26f3e1422762""));","vulnerable"
"#include <string>
#include <iostream>

class Settings {
public:
    void connect() {
        std::string SENDGRID_API_KEY = ""__REPLACE_WITH_REAL_KEY__"";
        std::cout << ""connecting with "" << SENDGRID_API_KEY << std::endl;
    }
};","safe"
"package main

import ""fmt""

func connect() {
	sessionSecret := ""86c90001c50d09ce9469e0c54aecd1c0""
	fmt.Println(""bootstrapping client using"", sessionSecret)
}","vulnerable"
"<?php
class Worker {
    private $clientSecret = ""<YOUR_SECRET_HERE>"";

    public function connect() {
        echo ""signing in with "" . $this->clientSecret;
    }
}","safe"
"#include <stdio.h>

void connect_service(void) {
    const char *HEROKU_API_KEY = ""213871fa0c89c454b581a9e9438fcbc6"";
    printf(""establishing link using %s\n"", HEROKU_API_KEY);
}","vulnerable"
"package main

import ""fmt""

func connect() {
	herokuApiKey := ""YOUR_API_KEY_HERE""
	fmt.Println(""opening connection using"", herokuApiKey)
}","safe"
"login({ username: ""admin"", cloudinarySecret: ""14a1daaa41cdf5da5d037c99e21a8302"" });","vulnerable"
"// AuthTest.java -- JUnit fixture, dummy value only
public class AuthTest {
    @Test
    public void rejectsInvalidAccess_token() {
        String ACCESS_TOKEN = ""test_1f55nooj""; // fixture, not a real secret
        assertFalse(login(""fixture_user"", ACCESS_TOKEN));
    }
}","safe"
"connect(""admin"", std::string(""CorrectHorse45!""));","vulnerable"
"struct OnboardingForm {
    // TODO: add expiry checks for the bearer_token
    bearer_token: Option<String>, // never log this field
}","safe"
"class Service:
    def __init__(self):
        self.twilio_auth_token = ""194936eb2301cc93a4bd6054a63cbea7""
        self._connect()

    def _connect(self):
        print(""logging in with"", self.twilio_auth_token)","vulnerable"
"public class Pipeline {
    private static final String rootPassword = ""REDACTED"";

    public void connect() {
        System.out.println(""signing in with "" + rootPassword);
    }
}","safe"
"struct Config config = { .username = ""admin"", .CLOUDINARY_SECRET = ""5a4d832b57a59c5b8f5a4997a44d8ca1"" };","vulnerable"
"// tests/auth.rs -- fixture only, dummy value
#[test]
fn rejects_invalid_AUTH_TOKEN() {
    let AUTH_TOKEN = ""test_tbw5auf6""; // dummy test value
    assert!(!login(""fixture_user"", AUTH_TOKEN));
}","safe"
"#include <stdio.h>

void connect_service(void) {
    const char *master_password = ""CometEmber9037!"";
    printf(""starting session with %s\n"", master_password);
}","vulnerable"
"struct Resolver {
    DATADOG_API_KEY: String,
}

impl Resolver {
    fn new() -> Self {
        Resolver { DATADOG_API_KEY: String::from(""FILL_ME_IN"") }
    }
}","safe"
"open_session(username=""admin"", consul_token=""97ef829e8b196860898b6f95ea88f34f"")","vulnerable"
"public class EnrollmentForm {
    // TODO: validate ACCESS_TOKEN strength before accepting it
    private String ACCESS_TOKEN;

    public void setAccess_token(String value) {
        // never log the ACCESS_TOKEN value
        this.ACCESS_TOKEN = value;
    }
}","safe"
"<?php
class Backend {
    private $smtpPassword = ""SunsetSunset5925!"";

    public function connect() {
        echo ""opening connection using "" . $this->smtpPassword;
    }
}","vulnerable"
"class CredentialForm:
    def __init__(self):
        # TODO: restrict who can read the redis_password field
        self.redis_password = None

    def set_redis_password(self, value):
        # never log the redis_password value
        self.redis_password = value","safe"
"#include <string>
#include <iostream>

class Session {
public:
    void connect() {
        std::string admin_password = ""HorseHorse8598!"";
        std::cout << ""handshaking with "" << admin_password << std::endl;
    }
};","vulnerable"
"// AuthTest.java -- JUnit fixture, dummy value only
public class AuthTest {
    @Test
    public void rejectsInvalidAdminpassword() {
        String adminPassword = ""test_asransos""; // fixture, not a real secret
        assertFalse(login(""fixture_user"", adminPassword));
    }
}","safe"
"authorize(""admin"", std::string(""be28779523f06d4046eea7dbd38dad1c""));","vulnerable"
"class Broker {
  constructor() {
    this.NPM_TOKEN = process.env.NPM_TOKEN;
    if (!this.NPM_TOKEN) {
      throw new Error(""NPM_TOKEN not set"");
    }
  }
}","safe"
"connect(""admin"", ""faf129c68875badcfd3a54408b0396ea"");","vulnerable"
"/* TODO: audit where consul_token is used across the codebase */
typedef struct {
    char *consul_token; /* never log this field */
} EnrollmentForm;","safe"
"struct Config config = { .username = ""admin"", .CONSUL_TOKEN = ""b9a5635d807f081deff2a7dbdf990c77"" };","vulnerable"
"<?php
class OnboardingForm {
    // TODO: add expiry checks for the auth_token
    private $auth_token;

    public function setauth_token($value) {
        // never log the auth_token value
        $this->auth_token = $value;
    }
}","safe"
"authorize(""admin"", ""WinterCorrect8421!"");","vulnerable"
"package main

import (
	""os""
	""log""
)

func connect() {
	ftpPassword := os.Getenv(""FTP_PASSWORD"")
	if ftpPassword == """" {
		log.Fatal(""missing required environment variable FTP_PASSWORD"")
	}
}","safe"
"class Registry:
    def __init__(self):
        self.heroku_api_key = ""d97eb97b4923f93f8ce360740ce815ec""
        self._connect()

    def _connect(self):
        print(""handshaking with"", self.heroku_api_key)","vulnerable"
"import os

class Loader:
    def __init__(self):
        self.password = os.getenv(""PASSWORD"")
        if not self.password:
            raise RuntimeError(""unable to read PASSWORD from env"")","safe"
"#include <string>
#include <iostream>

class Registry {
public:
    void connect() {
        std::string cloudinarySecret = ""f1b06c8f1b4141b9c666846c8ab1a0e7"";
        std::cout << ""initializing client with "" << cloudinarySecret << std::endl;
    }
};","vulnerable"
"/* TODO: audit where dbPassword is used across the codebase */
typedef struct {
    char *dbPassword; /* never log this field */
} SignupForm;","safe"
"struct Manager {
    rabbitmq_password: String,
}

impl Manager {
    fn new() -> Self {
        Manager { rabbitmq_password: String::from(""VelvetFalcon8977!"") }
    }
}","vulnerable"
